job_title,company,city,state,country,date_posted,skills_and_qualifications,responsibilities,experience,full_time,remote,contractor,on_site,url,years_experience
CyberSecurity Analyst I,Aersale Inc,Hialeah Gardens,FL,US,16/09/2024," Excellent written and verbal communication skills including explaining complex subjects in simple terms Skills and Abilities
 Must have strong technical knowledge  Cybersecurity industry certifications are a plus  Must have a high level of selfmotivation and excellent time management skills",Job Responsibilities  Completes tasks designed to ensure security of the organizations systems and information assets Protects against unauthorized access modification or destruction and develops IT security standards processes and procedures  Operates security monitoring systems and responds to events and incidents as necessary to ensure the confidentiality integrity and availability of data and services for business operations  Assess systems and software compliance against approved NISTCMMC guidelines  Works with the IT Team and other departments to implement policies or procedures and track compliance throughout the organization  Manage and troubleshoot configuration patch and vulnerability management systems  Provide support to all staff regarding security issuesconcerns  Communicate securityrelated concepts to technical and nontechnical teams  Stay current on information technology trends as they relate to security  Other duties as assigned,Job Summary AerSale is one of the fastest growing companies in the aviation fleet maintenance and products industry We are now hiring an experienced IT Security Analyst to join our diverse and collaborative Tech Team as we create a center of excellence within our the company Education and Experience  Bachelors degree or equivalent experience  NIST PCI HIPAA compliance experience is a plus  Minimum 2 years of experience in Cybersecurity working with incident response logging alerting and firewalls  Experience with endpoint security applications including Antivirus EDR Desktop Encryption DLP etc  Experience securing VPN Security Access Gateway Cloud Access Security Broker and Secure Access Service Edge technologies,No,No,Yes,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-i-aersale-inc-JV_IC1166127_KO0,23_KE24,35.htm?jl=1009239903638&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",2
Cybersecurity Analyst,Founders Federal Credit Union,Lancaster,SC,US,12/09/2024," Strong data analysis research analytical and testing skills The ideal candidate must have the following skills  qualifications
 Excellent communication documentation skills and the ability to understand and explain technical details to technical and nontechnical audiences is required to be successful Benefits provided include the following
 Paid Holidays
 Paid Time Off
 Familyoriented culture that values worklife balance
 Retirement Plan 401k with employer contributions  Pension Plan fully funded by FFCU
 Comprehensive Health and Dental Insurance
 Life and Accidental Death  Dismemberment Insurance at no cost to employee
 Voluntary Supplemental Life Insurance coverage for employee spouse and children
 Health Care and Dependent Care Flexible spending accounts
 Long Term Care Plan
 ShortTerm and LongTerm Disability Insurance
 Tuition reimbursement to assist with furthering education
 Certifications  Assistance with achieving and maintaining
 Fit Founders Wellness Program

EEO

A preemployment credit check background screening drug screening and reference check will be required  ISACA Cybersecurity Fundamentals certification is required within 12 months",Responsibilities and Duties  The Cybersecurity Analyst is responsible for ensuring effective integration of Information Technology systems and services with the Information Security Program and Information Security Policy The Cybersecurity Analyst is primarily responsible for protecting Founders from cyberattacks This involves researching upcoming IT trends reviewing suspicious activities reporting security breaches and educating employees on cybersecurity The Cybersecurity Analyst will support and participate in the FIT offerings related to cybersecurity  Additional responsibilities include but are not limited to  Monitor cybersecurity software used in environment  Investigate incoming alerts and escalate as necessary  Investigate suspicious email reports  Review incoming incident response hotline calls  Threat hunting within the environment to prevent security incidents  Perform vulnerability scans in environment Research solutions to vulnerabilities and work alongside system owners and techs to remediate vulnerabilities  Create Threat Assessments to aid in evaluating risks posed by vulnerabilities or potential threats based on research of upcoming trends and intelligence feeds  Work with other CSOC team members to create and execute Security Awareness Training and Testing for the enterprise and FIT clients  Gather information as required to present in board reports  Assist with maintaining email filtering systems and release emails when deemed safe  Participate in CSOC team meetings  Assist with reviewing and remediating items found during audits both internal and external  Develop and support cybersecurity environments for FIT CUSO clients  OnCall Rotation for after hour alertscybersecurity  Comply with Founders policies and procedures as well as applicable laws regulations and statutes issued by federal agencies such as NCUA and FFIEC including but not limited to GLBA and BSA Employees have legal and regulatory obligations to respect and protect the privacy of information and its integrity and confidentiality  All other duties as assigned  Job Specifications  The Cybersecurity Analyst must have the ability to analyze research and resolve questions and possess the ability to learn quickly and adjust to technological changes The ideal candidate must have the following skills  qualifications  Excellent communication documentation skills and the ability to understand and explain technical details to technical and nontechnical audiences is required to be successful  Ability to effectively communicate on complex issues with a high level of effectiveness  The ability to work in a team present a trustworthy image and deal effectively with others is required  Must be a selfstarter with the ability to manage multiple work assignments and priorities with urgent deadlines maintain excellent service delivery while working with a fastpaced team  Strong data analysis research analytical and testing skills  Able to work independently without significant supervision  Bachelors degree in computer science or a related field is preferred  ISACA Cybersecurity Fundamentals certification is required within 12 months  Due to the nature of project deadlines and implementation schedules evening and weekend work may be required  Due to the critical nature of data security each employee has the responsibility to protect company data Employees have legal and regulatory obligations to respect and protect the privacy of information and its integrity and confidentiality Guidance is contained in the company information security policies Violations of policy may result in disciplinary action up to and including termination  Adhere to the principle of least privilege to reduce the risk of unauthorized access to critical systems or sensitive data by maintaining account permissions to accounts processes and programs only required to do the job assigned  Follow the asset management lifecycle process and procedures to support the efforts in maintaining an accurate and efficient configuration management inventory  Maintain a knowledge and understanding of the roles and responsibilities of the Incident Response teams defined in the Incident Response Plan  Benefits provided include the following  Paid Holidays  Paid Time Off  Familyoriented culture that values worklife balance  Retirement Plan 401k with employer contributions  Pension Plan fully funded by FFCU  Comprehensive Health and Dental Insurance  Life and Accidental Death  Dismemberment Insurance at no cost to employee  Voluntary Supplemental Life Insurance coverage for employee spouse and children  Health Care and Dependent Care Flexible spending accounts  Long Term Care Plan  ShortTerm and LongTerm Disability Insurance  Tuition reimbursement to assist with furthering education  Certifications  Assistance with achieving and maintaining  Fit Founders Wellness Program  EEO  A preemployment credit check background screening drug screening and reference check will be required  FoundersFCU  ZR,Do you have experience implementing security controls penetration testing and cybersecurity risk assessments If so this position may be the right fit for you Founders is searching for a passionate cybersecurity professional to join our IT team as a Cybersecurity Analyst This position is located on site at our Corporate Headquarters in Lancaster SC Remote work is not available however the individual may be able to work at our Rock Hill Center upon completion of training,No,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-founders-federal-credit-union-JV_IC1155237_KO0,21_KE22,51.htm?jl=1009444812827&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Analyst,Mfa Inc,Columbia,MO,US,14/09/2024,"OUR EXPECTATIONS ARE THAT YOU
 Can evaluate implement and maintain secure network architecture and best practices
 Can monitor the MFA network for malicious or suspicious activity and investigate any potential threats
 Can evaluate implement and maintain a comprehensive Vulnerability Management system including recommending mitigation strategies
 Can evaluate implement and maintain antivirus and antimalware protection software
 Can assist in the implementation of systems ensuring that security best practices are applied to applications and IT operations
 Can design implement and monitor policies and procedures for IT security
 Can manage information security incidents including analyzing responding tracking administrating incidents and assist in coordinating remediation actions

YOU ARE RIGHT FOR THIS ROLE IF YOU
 Have experience working in agriculture and enjoy being a key player in the industry
 Have a desire to succeed in your career and the ability to represent the companys culture
 Can uphold the companys mission vision and values
 Have good time management skills
 Have good oral and written communication skills
 Have good interpersonal skills
 Have good management and leadership skills
 Have exceptional organizational skills
 Can demonstrate timely and accurate decision making skills
 Can demonstrate selfmotivation initiative assertiveness and are resultsoriented
 Can demonstrate proficiency in Microsoft Office Products
 Have advanced knowledge in Network fundamentals Routing Switching Wireless WANLAN and Cloud Technologies
 Have knowledge of security concepts such as perimeter defense data loss protection insider threat killchain analysis risk assessment common security frameworks TwoFactor Authentication solutions and VPN architecture degree in Computer Science related degree or a combination of equivalent education and experience
 Security certifications preferred",This employee is responsible for ensuring the companys systems and data are secure with a high degree of availability while maintaining confidentiality and integrity of that data The specific focus for this roleis on security logging and network traffic analysis as well as vulnerability managementAll duties should be performed in accordance with company policy  OUR EXPECTATIONS ARE THAT YOU  Can evaluate implement and maintain secure network architecture and best practices  Can monitor the MFA network for malicious or suspicious activity and investigate any potential threats  Can evaluate implement and maintain a comprehensive Vulnerability Management system including recommending mitigation strategies  Can evaluate implement and maintain antivirus and antimalware protection software  Can assist in the implementation of systems ensuring that security best practices are applied to applications and IT operations  Can design implement and monitor policies and procedures for IT security  Can manage information security incidents including analyzing responding tracking administrating incidents and assist in coordinating remediation actions  YOU ARE RIGHT FOR THIS ROLE IF YOU  Have experience working in agriculture and enjoy being a key player in the industry  Have a desire to succeed in your career and the ability to represent the companys culture  Can uphold the companys mission vision and values  Have good time management skills  Have good oral and written communication skills  Have good interpersonal skills  Have good management and leadership skills  Have exceptional organizational skills  Can demonstrate timely and accurate decision making skills  Can demonstrate selfmotivation initiative assertiveness and are resultsoriented  Can demonstrate proficiency in Microsoft Office Products  Have advanced knowledge in Network fundamentals Routing Switching Wireless WANLAN and Cloud Technologies  Have knowledge of security concepts such as perimeter defense data loss protection insider threat killchain analysis risk assessment common security frameworks TwoFactor Authentication solutions and VPN architecture  Have working knowledge of security toolslanguages including NMAP Vulnerability Scanners SIEMs etc  HIGHLY QUALIFIED CANDIDATES WILL BRING  BS degree in Computer Science related degree or a combination of equivalent education and experience  Security certifications preferred, Have experience working in agriculture and enjoy being a key player in the industry  BS degree in Computer Science related degree or a combination of equivalent education and experience,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-mfa-inc-JV_IC1130886_KO0,21_KE22,29.htm?jl=1009406562146&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Analyst,BayCare,Clearwater,FL,US,12/09/2024,"Vulnerability Management and Projects
 Perform adhoc scans
 Manage and maintain scheduled scans
 Engage crossfunctional teams to remediate vulnerabilities
 Manage to conclusion Critical Zero Day vulnerabilities
 Participate on Project calls to provide security governance recommendations best practices
 Ensure projects are implemented in ways that conform with security policy

Analyst Requirements
 GCIH GSEC or Security and Network certifications preferred",As a member of the IS Security  Threat Management team members participate in a quarterlybiannual rotation of subfunctional duties Incident Response Project Review and Vulnerability Management as well as Security Engineering and tools maintenance  We are seeking technology professionals with experience in networking firewall incident response commandline APT ransomware andor SIEM experience  Candidates MUST reside in the state of Florida or be willing to relocate This is a fully remote position however occasional onsite afterhoursweekend work may be required This role participates in a rotating oncall schedule with other IS Security and Threat team members  Responsibilities  Incident Response  First line of defense in the discovery of cyber threats characterization and attribution of those threats creation and sharing of situational awareness and the development of mitigation strategies  Use collected information IPS FW and network traffic logs hostsystem logs AVEDR logs etc to identify analyze and report events that occur or might occur within the environment  Incident handling triage of events network analysis and threat detection forensic investigations eDiscovery and litigation trend analysis  Threat hunting using less operational ready data to investigate suspicious or anomalous activity  Creation of new content to detect malicious activity using threat hunt information  Security Engineering  Track and trend system performance and maintain the health and stability of our tools and environment  Create metrics and dashboards and reports that helps us find deviations from the norm to investigate  Configure security solutions to protect our assets data and network  Create roadmaps and implement recommendations to mature and continuously improve our security posture  Create SOP for new features or new solutions implemented to ensure operational readiness  Vulnerability Management and Projects  Perform adhoc scans  Manage and maintain scheduled scans  Engage crossfunctional teams to remediate vulnerabilities  Manage to conclusion Critical Zero Day vulnerabilities  Participate on Project calls to provide security governance recommendations best practices  Ensure projects are implemented in ways that conform with security policy,We are seeking technology professionals with experience in networking firewall incident response commandline APT ransomware andor SIEM experience  3 years of Incident Response FirewallIPS andor Forensic Investigation experience is required with a Bachelors degree  7 years of related experience can be accepted with a HS DiplomaGED,No,Yes,No,Yes,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-baycare-JV_IC1154388_KO0,21_KE22,29.htm?jl=1009404675208&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
IT CYBERSECURITY ENGINEER,City of Amarillo,Amarillo,TX,US,23/09/2024," Social Engineering skills
 Strong verbal and written communication skills

ADA PROFILE

Reasonable accommodation will be made to enable individuals with disabilities to perform the essential functions of this position  Critical thinking and problemsolving skills
 Understanding of nextgen firewalls routers switches
 Knowledge of EDR XDR MDR and SIEM KNOWLEDGE SKILLS AND ABILITIES
 Ability to investigate attacks to find root causes Preferred certifications Certified Information Systems Security Professional CISSP Information Systems Security Architecture Professional ISSAP Certified Information Security Manager CISM Certified Ethical Hacker Offensive Security Certified Professional OSCP CompTIA Network Security CompTIA Security",ESSENTIAL RESPONSIBILITIES  Remains current on industry security standardsbest practices cyber security topics and compliance as it relates to Criminal Justice Information Services CJIS Health Insurance Portability and Accountability Act HIPAA Payment Card Industry PCI and transportation cybersecurity  Maintains security equipment and identifies authors and implements user network and system security policies  Proactively maintains tools for monitoring support and reporting  Works closely with city departments to identify risks threats and security vulnerabilities provide guidance and track remediation efforts  Perform security vulnerability and risk assessments of critical systems infrastructure applications and thirdparty partners  Provides recommendations and action plans based on vulnerability and gap assessments  Assists with managing the IT Governance policies and processes  Participates in project planning and management across multiple efforts  Evaluates develops and recommend security products and platforms to provide costeffective solutions  Manages formal security training courses and creates campaigns to help educate users and reduce risk  Incident response experience particularly leading incident investigations  Manages and directs various IT vendor and contractorrelated tasks  Makes recommendations that impact the department budget  Assists in the competitive procurement processes writes bid specifications assists in the evaluation of proposals and makes recommendations for bid awards as needed  Performs other jobrelated duties as assigned, Incident response experience particularly leading incident investigations Requires a bachelors degree in information technology or a related field or a minimum of three years of security experience or an equivalent combination of educationexperience implementing and maintaining information security systems and analysis security programs and projects Solid work experience in the administration and performance of security systems and tools and a solid knowledge of infrastructure systems and application operations  Experience with handling complex network architectures,No,No,Yes,No,"https://www.glassdoor.com/job-listing/it-cybersecurity-engineer-city-of-amarillo-JV_IC1139740_KO0,25_KE26,42.htm?jl=1009292107515&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Engineer,Rackner,Charlottesville,VA,US,21/09/2024,"BenefitsAdditional Info

Rackner embraces and promotes employee development and training and covers the cost of certifications relevant to a position and the technologiesservices provided Technical Expertise
 6 years of experience providing cyber security support for IT systems
 Cloud technologies such as AWS and Azure particularly Infrastructure as a Service
 Red Hat Enterprise Linux RHEL or Windows system administration

ExperienceQualifications
 Bachelors or Masters degree
 Minimum 7 years experience working in Info Security
 Developed security standards and best practices and work as a technical expert across many projects
 Ability to supervise others ifas needed and provide mentorship to junior engineers
 Federal govt",Position OverviewResponsibilities  The Senior Info Security Analyst will monitor the organizations networks for any security breaches and investigatemitigate any issues  Maintain software firewalls and data encryption programs to ensure sensitive information is protected  Plan and lead major technology assignments evaluate performance results and recommend major changes affecting shortterm project growth and success  Technical Expertise  6 years of experience providing cyber security support for IT systems  Cloud technologies such as AWS and Azure particularly Infrastructure as a Service  Red Hat Enterprise Linux RHEL or Windows system administration  ExperienceQualifications  Bachelors or Masters degree  Minimum 7 years experience working in Info Security  Developed security standards and best practices and work as a technical expert across many projects  Ability to supervise others ifas needed and provide mentorship to junior engineers  Federal govt experience supporting Army or DoD  Active TS clearance with SCI eligibility  IAT Level III or IAM Level III  Who We Are  Rackner is a software consultancy that builds cloudnative solutions for startups enterprises and the public sector We are an energetic growing consultancy with a passion for solving big problems for both startups and enterprises Each of us enable digital transformation for large organizations through the newest in distributed technologies as we are laser focused on endtoend application development DevSecOps AIML and systems architecture and our methodology focuses on cloudfirst and costeffective innovation Our customers hail from a diverse evergrowing list of industries  BenefitsAdditional Info  Rackner embraces and promotes employee development and training and covers the cost of certifications relevant to a position and the technologiesservices provided FitnessGym membership eligibility weekly pay schedule and employee swag snacks  events are offered as well  401K with 100 matching up to 6  Highly competitive PTO  Great health insurance with large network of providers  MedicalDentalVision  Life Insurance and short  longterm disability  IndustryLeading Weekly Pay Schedule  Home office  equipment plan, 6 years of experience providing cyber security support for IT systems ExperienceQualifications  Minimum 7 years experience working in Info Security  Federal govt experience supporting Army or DoD,No,No,No,Yes,"https://www.glassdoor.com/job-listing/senior-info-security-engineer-rackner-JV_IC1130001_KO0,29_KE30,37.htm?jl=1009414768551&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",6
Cyber Security Analyst,UFP Technologies,Newburyport,MA,US,01/09/2024," Security certification Cyber Security Analyst Qualification Requirements
 Bachelors in cyber security or related discipline  Coordinates projects related to cyber security such as CMMC certification",Cyber Security Analyst Duties and Responsibilities  Studies evolving threats and other industry developments related to cyber security  Researches  evaluates emerging cyber security threats and ways to manage them  Plans for disaster recovery and creates contingency plans in the event of any security breaches  Monitors for attacks intrusions and unusual unauthorized or illegal activity  Tests and evaluates security products  Designs new security systems or upgrades existing ones  Uses advanced analytic tools to determine emerging threat patterns and vulnerabilities  Runs internal security scans coordinates mitigation and tracks results  Investigates security alerts and is a part of the incident response team  Monitors identity and access management including monitoring for abuse of permissions by authorized system users  Liaises with stakeholders in relation to cyber security issues and provides future recommendations  Generates reports for both technical and nontechnical staff and stakeholders  Maintains an information security risk register and assists with internal and external audits relating to information security  Creates and conducts employee training programs related to cyber security  Monitors and mitigates phishing emails and pharming activity including conducting employee training and retraining  Assists with the creation maintenance and delivery of cyber security awareness training for colleagues  Coordinates the creation and maintenance of cyber security policies and standards  Responds and manages helpdesk tickets related to cyber security  Coordinates projects related to cyber security such as CMMC certification, Handson experience  2 years of cyber security experience  Experience  familiarity with the following ,No,No,No,Yes,"https://www.glassdoor.com/job-listing/cyber-security-analyst-ufp-technologies-JV_IC1154635_KO0,22_KE23,39.htm?jl=1009153820348&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",2
Cyber Security Strategist,Black Eagle Defense,Annapolis Junction,MD,US,24/09/2024,"Job Description

QUALIFICATIONS A high school diploma or GED plus 9 years of relevant experience or an Associates degree plus 7 years of relevant experience or a Bachelors degree plus 5 years of relevant experience or a Masters degree plus 3 years of relevant experience or a Doctoral degree and 2 years of relevant experience",,QUALIFICATIONS A high school diploma or GED plus 9 years of relevant experience or an Associates degree plus 7 years of relevant experience or a Bachelors degree plus 5 years of relevant experience or a Masters degree plus 3 years of relevant experience or a Doctoral degree and 2 years of relevant experience A degree in Cyber Security Information Assurance or a related field is preferred but a degree in any field is acceptable Relevant experience must be in an area directly related to an NSA mission  eg collection cyber and intelligence analysis andor a similar mission in the IC or DoD and include strategic andor operational level planning eg joint operations External engagementcollaboration experience eg participation in crossagency working groups JDA field assignments and external customer support is preferred,No,No,No,No,"https://www.glassdoor.com/job-listing/cyber-security-strategist-black-eagle-defense-JV_IC1153524_KO0,25_KE26,45.htm?jl=1009293482173&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",9
Entry Level Cyber Security Engineer,Codoxo,Duluth,GA,US,22/08/2024,"Qualifications
 Bachelors degree in Computer Science Information Technology Cybersecurity or a related field  Excellent communication skills to convey complex technical information effectively  Strong analytical and problemsolving skills with attention to detail",Key Responsibilities  Assist in implementing and maintaining security measures to protect computer systems networks and data  Support the identification and remediation of security vulnerabilities through assessments and audits  Monitor security systems including firewalls intrusion detection systems and endpoint protection tools  Collaborate with crossfunctional teams to respond to security incidents and implement necessary incident response procedures  Participate in the development and implementation of security policies standards and best practices  Perform regular security assessments and penetration testing to identify potential weaknesses  Document security processes procedures and findings accurately and comprehensively  Stay updated on the latest cybersecurity trends threats and technologies to contribute valuable insights to the team  Qualifications  Bachelors degree in Computer Science Information Technology Cybersecurity or a related field  Knowledge of basic networking concepts operating systems and security fundamentals  Familiarity with security tools such as antivirus software firewalls intrusion detection systems etc  Understanding of common cybersecurity threats and vulnerabilities  Strong analytical and problemsolving skills with attention to detail  Experience with scripting or programming languages eg Python PowerShell etc  Knowledge of cloud security principles and practices  Understanding of regulatory compliance standards eg GDPR HIPAA etc  Ability to work effectively in a team environment and willingness to learn and adapt to new technologies  Excellent communication skills to convey complex technical information effectively  Benefits for You  Health Dental and Vision insurance with 100 employee premium coverage Starts Day 1  Unlimited PTO  Annual Professional Development stipend  Annual home office stipend  401K Match after 90 days  We are an Equal Opportunity Employer  Codoxo provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race color religion age sex national origin disability status genetics protected veteran status sexual orientation gender identity or expression or any other characteristic protected by federal state or local laws This policy applies to all terms and conditions of employment, Experience with scripting or programming languages eg Python PowerShell etc,No,No,No,No,"https://www.glassdoor.com/job-listing/entry-level-cyber-security-engineer-codoxo-JV_IC1155612_KO0,35_KE36,42.htm?jl=1009415931147&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Penetration Tester,Fusion Innovation,Chantilly,VA,US,24/09/2024,"
Required Skills
 10 years of experience in cybersecurity
 8 years of experience with penetration testing including applying adversarial and computer attack methods and system exploitation techniques
 Experience applying Linux Windows and virtual platforms security principles
 Experience designing testing or implementing security architectures enterprise systems and hypervisors
 Experience performing network security and network architecture analyses
 Experience developing risk management methodologies and risk and threat mitigation plans
 TSSCI clearance with Polygraph
 Bachelors degree in Computer Science Information Systems Engineering or other related technical discipline


Desired Skills
 Experience communicating vulnerability results and risk posture to senior executives
 Experience performing complex technical tasks with minimal direction
 Certified Ethical Hacker CEH Offensive Security Certified Professional OSCP or Global Information Assurance Certification Penetration Tester GPEN Certification

Please note that all applicants must be U",, 10 years of experience in cybersecurity  8 years of experience with penetration testing including applying adversarial and computer attack methods and system exploitation techniques  Experience applying Linux Windows and virtual platforms security principles  Experience designing testing or implementing security architectures enterprise systems and hypervisors  Experience performing network security and network architecture analyses  Experience developing risk management methodologies and risk and threat mitigation plans  Experience communicating vulnerability results and risk posture to senior executives  Experience performing complex technical tasks with minimal direction Our primary focus is on developing people to further their own unique craft This includes helping our team become more experienced leaders learn a teamfirst mentality strive for more innovation be thought leaders and better overall people By putting our people first and treating them as family and helping to develop their careers in a unique and specific fashion were not just giving them more opportunities to grow and be successful were also raising the bar for what our customers families and communities receive,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-penetration-tester-fusion-innovation-JV_IC1130353_KO0,32_KE33,50.htm?jl=1009293482505&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",10
Information Security Engineer  CyberArk,Lams Technology LLC,,,US,23/09/2024,"Any of these certificates will be desirable and an advantage

CyberArk Certification CyberArk Certified Delivery Engineer Certified Information Systems Security Professional CISSP Certified Information Security Manager CISM

Certified Ethical Hacker CEH Certified Cloud Security Professional CCSP Certified Information Systems Auditor CISA or Data Loss Prevention DLP Certification

Job Type Contract

Pay From 100000",Duties Experience Required  7 years experience in a handson cybersecurity role  2 years experience in CyberArk Engineering operation and maintenance  Understanding of cyber security technologies to include SIEM access control encryption networks antimalware server infrastructure vulnerability management Active Directory and other common security solutions  Experience working directly with clients  Experience in managing the implementation of security tools handson keyboard  Experience in multiple daily security operations tasks  Experience in Cloud technologies  Responsibilities  Operate CyberArk to manage privileged accounts and access  Manage CyberArk software and server updates  Support all ongoing efforts such as PCI compliance audits assessments and regulatory activities  Respond to security incidents and take part in remediation where necessary  Troubleshoot security systems  Work closely with other teams such as Cloud Network Desktop Support and Audit  Provide reports and metrics on a regular basis  Work within the ticketing system  Documentation of processes and procedures  Experience Desired  Experience with Varonis  Experience with RedSeal  Understanding of DLP technologies  Understanding of Ransomware propagation  Understanding asset management  Understanding of threats vulnerabilities and their impact  Any of these certificates will be desirable and an advantage  CyberArk Certification CyberArk Certified Delivery Engineer Certified Information Systems Security Professional CISSP Certified Information Security Manager CISM  Certified Ethical Hacker CEH Certified Cloud Security Professional CCSP Certified Information Systems Auditor CISA or Data Loss Prevention DLP Certification  Job Type Contract  Pay From 10000000 per year  Experience  Linux 1 year Preferred  Cybersecurity 5 years Preferred  Information security 7 years Preferred  Work Location Remote,Experience Required  7 years experience in a handson cybersecurity role  2 years experience in CyberArk Engineering operation and maintenance  Experience working directly with clients  Experience in managing the implementation of security tools handson keyboard  Experience in multiple daily security operations tasks  Experience in Cloud technologies Experience Desired  Experience with Varonis  Experience with RedSeal Experience,No,Yes,No,No,"https://www.glassdoor.com/job-listing/information-security-engineer-cyberark-lams-technology-llc-JV_KO0,38_KE39,58.htm?jl=1009457656895&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",7
Cybersecurity Penetration Tester,Fusion Innovation,Chantilly,VA,US,24/09/2024,"
Required Skills
 10 years of experience in cybersecurity
 8 years of experience with penetration testing including applying adversarial and computer attack methods and system exploitation techniques
 Experience applying Linux Windows and virtual platforms security principles
 Experience designing testing or implementing security architectures enterprise systems and hypervisors
 Experience performing network security and network architecture analyses
 Experience developing risk management methodologies and risk and threat mitigation plans
 TSSCI clearance with Polygraph
 Bachelors degree in Computer Science Information Systems Engineering or other related technical discipline


Desired Skills
 Experience communicating vulnerability results and risk posture to senior executives
 Experience performing complex technical tasks with minimal direction
 Certified Ethical Hacker CEH Offensive Security Certified Professional OSCP or Global Information Assurance Certification Penetration Tester GPEN Certification

Please note that all applicants must be U",, 10 years of experience in cybersecurity  8 years of experience with penetration testing including applying adversarial and computer attack methods and system exploitation techniques  Experience applying Linux Windows and virtual platforms security principles  Experience designing testing or implementing security architectures enterprise systems and hypervisors  Experience performing network security and network architecture analyses  Experience developing risk management methodologies and risk and threat mitigation plans  Experience communicating vulnerability results and risk posture to senior executives  Experience performing complex technical tasks with minimal direction Our primary focus is on developing people to further their own unique craft This includes helping our team become more experienced leaders learn a teamfirst mentality strive for more innovation be thought leaders and better overall people By putting our people first and treating them as family and helping to develop their careers in a unique and specific fashion were not just giving them more opportunities to grow and be successful were also raising the bar for what our customers families and communities receive,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-penetration-tester-fusion-innovation-JV_IC1130353_KO0,32_KE33,50.htm?jl=1009293482505&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",10
